Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample0	-0.952535667118	0.518351164882	1.06075076186	27.402521693	-18.398529382	22.4655680504	-3.47948243012	61.2056049124	24.3048076705	25.2888882203
Sample1	-1.29154752326	-0.152650162074	0.306362728731	-57.1951028909	80.9963582021	57.7424178969	-6.71833937122	46.9106033876	-24.8470894435	-54.2739310952
Sample2	0.768690822104	3.69035981127	-0.417574705494	25.0396310139	-31.0898579577	28.7804894162	-89.5225779085	-5.78367855433	-41.8369588268	-2.19383321366
Sample3	1.2002138991	1.42716924152	0.995877837837	-19.0332679502	-2.15202561543	-63.7631056227	-25.2402725478	4.16238529636	-1.79735408233	6.40815480413
Sample4	2.04259169484	0.94840291158	3.54811354004	-36.3844337862	-96.7518398833	-33.5241864531	73.0471271875	34.0388938314	27.1212965274	107.433362272
Sample5	2.36107755389	1.34583480488	2.79451665655	48.0317632094	-5.19124098769	-11.2950719449	-93.4470624079	20.6654200404	-20.5148244923	140.118339511
Sample6	3.82495302206	2.71341332681	1.53450079383	-28.1808967691	6.10535162291	30.4074779443	-176.625205052	40.225281332	-20.835514935	-32.1955306643
Sample7	5.29522136419	3.66734478213	2.4046041372	-53.7629543114	-30.6425245175	70.0039135357	91.4546288823	-95.5681683479	32.21297972	-9.74599354617
Sample8	6.47008363082	4.99460425075	4.12220554822	-3.01570964327	-25.7874590078	55.3191028406	31.2402483123	35.5699596892	-36.9199806803	71.1730463003
Sample9	6.494753458	3.415672651	3.12389821667	-76.3299914709	50.7393646527	-59.1550897024	42.5350463363	95.555795765	-5.95135297653	51.7265746433
Sample10	5.88032520084	6.81542703349	3.62507102355	75.2096043953	59.9028388431	75.8732853194	-62.432280662	-6.65234207473	23.0133898195	-10.4065717411
Sample11	5.3896329391	5.61099343944	4.67689782971	-0.921031899653	-112.864356079	64.0061433769	-44.4424085889	7.43118441492	-4.87484663788	6.43718625976
Sample12	5.85386907241	5.68877116377	2.69199071189	-10.0915068344	-73.9122509121	35.7560562439	-51.3895305762	18.6870647944	26.5351538526	-97.9323773057
Sample13	7.68952393952	6.46457781564	4.6547172859	89.7958670512	40.7768031927	-62.5162415032	11.27806433	44.0545743778	-36.845313204	-44.0672848856
Sample14	6.95024335655	6.20456936134	5.66633108286	-18.54679686	-37.895191363	38.8160867604	16.4733506813	-56.157394584	7.50786800815	63.3984682639
Sample15	7.14137122047	6.79125719903	5.63340099987	-2.20988048021	33.1321535536	-22.9489352012	86.6254262667	47.4625751722	-131.201818793	75.7731691624
Sample16	9.05634241788	8.4380017912	6.73610162563	-45.8858752129	68.459169586	-29.0166171045	34.2256562314	58.8410899343	36.2708637554	-39.0646846053
Sample17	7.96329436552	11.7887558213	4.99707683239	-3.64554378458	34.440004531	-33.8333440486	29.8546494999	-103.733332902	-8.48337778331	17.648352634
Sample18	9.14541343181	10.8563026725	5.69647999836	-88.0369661314	68.0725085221	67.3466519443	11.0000799939	-85.0462750553	-26.4004683264	-26.7546657947
Sample19	9.36234174796	10.2719601866	8.6706898096	-45.4570326717	62.133742376	65.1738899363	2.87668636218	-35.1852861783	55.2358477578	9.24137202661
Sample20	11.3052342649	10.7428903604	6.52967432899	-122.3225484	35.7210047991	-97.8283617955	-20.921712597	0.729187195778	52.0329967235	49.7228175019
Sample21	10.0689482199	10.7496866473	9.45889440986	69.4243743356	51.36299901	-15.2435267655	-30.038009939	-9.46407300461	70.3006492854	-97.1014009705
Sample22	11.4200301616	11.2508434432	10.7347216918	133.724782464	-33.6112638967	-0.86484611474	53.2053822595	77.3244217927	67.9197636176	99.7516754251
Sample23	12.5529760868	13.4479271302	10.0810736761	-17.1643954066	5.89982593766	-33.7622490561	67.6833590179	-82.7787879177	-67.8099059501	86.5766729075
Sample24	12.844454256	10.7476592232	12.6317952118	3.54328926515	-40.069022643	61.1651069908	81.6335037708	-5.83609975652	-139.035339602	-18.177627475
Sample25	12.3965144939	11.0312779327	11.1462204862	74.5857186998	-9.18043519724	-111.758242586	19.7997669698	-62.9406322262	-36.0077213666	11.6711992839
Sample26	12.4456457595	11.5739702724	9.47455739827	-19.5711679204	-113.152571949	122.118329663	80.2917719028	-35.2968331237	-53.9222779548	-33.503924669
Sample27	13.5092402741	11.495690499	11.0092551466	-46.1451812012	-15.4523173108	15.2916215999	-4.13342479037	58.2554357392	22.2400851969	40.1712513101
Sample28	13.1181413102	13.7588365978	12.2345262891	61.3305440274	-58.0802595772	23.8557814524	1.57705171326	-49.2496540716	-42.9935327521	-3.87734420854
Sample29	14.8952530745	14.5933168914	12.5735060477	15.9566232179	-61.7397036132	-32.7891470913	16.2935728585	40.3297016224	24.5053047792	13.079956718
Sample30	16.3033931632	13.7462366093	13.8791956697	-99.2675201988	-94.2479474923	-5.92140422377	-84.523244685	66.936613274	-2.80790054546	-77.6582022895
Sample31	16.914144317	14.802494938	13.5974515023	92.240006243	-26.1549799928	95.2921147853	-111.107028549	20.8351867913	-44.9762177333	72.2662015371
Sample32	16.9785758511	16.2005540476	14.6834180214	28.9128391676	22.087437112	-15.1554496918	10.7083248932	18.6355872928	-88.468267045	-41.4593752295
Sample33	15.9048893733	15.0682075148	15.4748784373	-14.3447190347	-30.8658529943	-82.0111667615	12.4734892049	53.0087541515	-72.4358818434	7.20460659742
Sample34	17.8483938969	16.4069577037	14.3706622712	-63.9981203547	-57.6003420304	77.4257968597	-3.3420432577	26.3090609651	11.7562705088	-132.353562211
