Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample0	-1.06660122379	1.31593347827	12.5402002263	-1.08872176296	-0.72245426028	-1.2899914814	-0.851730014689	-1.64295288574	1.02532052499	-0.282468605131
Sample1	-0.93573633223	1.97452126088	14.4991630693	-1.65381845042	0.00418678607259	-1.23939220294	-0.975586660794	-1.73633183298	1.0918566386	-0.293688875794
Sample2	-0.751474364142	-6.94667452675	-33.8530534393	-4.5264308678	5.34335812045	-1.20891838191	-0.871265398326	-1.66595986954	1.0466647986	-0.44391807933
Sample3	-0.945046693279	2.18935709339	14.5907309353	-2.1462035327	0.553504191863	-1.26707683226	-0.917386110767	-1.71608558376	1.00368355522	-0.286955314851
Sample4	-0.60976696454	-10.3030998117	-51.0310940139	-4.78484626933	6.20038619055	-1.1886999654	-0.845247262159	-1.67064091598	1.01932768687	-0.408585679925
Sample5	-0.89032688042	2.01940131895	14.6783444006	-1.86061539384	0.106294778299	-1.27584754059	-0.894538994232	-1.79966130059	0.946337005867	-0.373656730129
Sample6	-0.98969603316	-1.35905566444	1.71352099971	0.00867371539837	-2.21523718303	-1.26270157772	-0.879298374256	-1.6964853425	1.06522127672	-0.321836131588
Sample7	-0.950309540817	-0.91460366443	-2.81034105059	-3.61327940628	3.19198264483	-1.23782072985	-0.845447976635	-1.67676535509	1.04870149925	-0.359390188194
Sample8	-0.604544792281	-10.0438811095	-49.6617524888	-4.80062859439	6.06452830811	-1.27530016857	-0.864622223568	-1.6717859045	1.00890032644	-0.333609327733
Sample9	-0.969248387697	1.33236255915	9.37457974098	-2.94926779566	1.86389739019	-1.2702454681	-0.921174655906	-1.68254207668	1.02372023449	-0.30710432333
Sample10	-0.901249427159	2.00819453299	14.6442116413	-1.81834428006	0.10976175568	-1.15586102231	-0.937029334606	-1.70315876371	1.00119025739	-0.307763381511
Sample11	-0.901444467531	1.58896969262	10.5272174498	-2.85541780172	1.67281146775	-1.26849887424	-0.884342871472	-1.74706447185	0.92580881605	-0.268479774751
Sample12	-0.688750664039	-8.16216350206	-40.4856889184	-4.67526979566	5.59674744011	-1.14515996749	-0.88986960441	-1.75072332659	1.03930982636	-0.438715956172
Sample13	-0.688839037852	-11.790173366	-58.8134306918	-4.86542219424	6.37620072003	-1.23124230087	-0.914281717443	-1.68476797966	1.04517420908	-0.321894965608
Sample14	-0.84055181681	-1.66399392206	-7.39546512544	-3.87803704003	3.78220083101	-1.20660612773	-1.03765499544	-1.71514902404	1.113837661	-0.361559980431
Sample15	-0.904284046067	-0.367863509773	0.270323189588	-3.5010436597	2.96355397094	-1.24422159178	-0.968064584095	-1.61722834398	0.917585985033	-0.397460229745
Sample16	-0.662494682514	-9.20041201441	-45.804152086	-4.73127448322	5.94663355053	-1.25406387635	-0.877098201207	-1.75307556689	0.999188096949	-0.354032997188
Sample17	-0.997157898655	-1.41687376177	1.52474729069	0.129010168451	-2.23493431936	-1.24618312833	-0.958210610994	-1.7103768345	1.019973543	-0.345883494916
Sample18	-0.935367834892	2.19077735443	14.6043504911	-2.02536191363	0.524248621023	-1.32846649563	-0.861221355343	-1.74749851616	1.03330835591	-0.230963319439
Sample19	-1.04091411856	2.16964381091	13.7575478804	-2.25295986847	0.986763118339	-1.13432514401	-0.945705616696	-1.60402742988	1.05783651456	-0.2993003164
Sample20	-0.524449310832	-11.8866878797	-59.1665705514	-4.92178734212	6.49077138258	-1.2246067558	-0.911842417537	-1.60811133293	1.08256659955	-0.403536265849
Sample21	-0.915116103073	1.41729301927	10.3351217445	-2.8225462671	1.85848926361	-1.20156941687	-0.81232731914	-1.70007482211	1.08923927025	-0.388532251477
Sample22	-0.959817232055	1.35340199161	8.90714187083	-2.97256863865	2.02674421207	-1.29279747006	-0.929477596729	-1.71484010091	1.05554264254	-0.347141686921
Sample23	-0.879542518938	-1.95480213948	-8.43021830969	-3.81658996344	3.76711569054	-1.27400056182	-0.939961891857	-1.75061207421	1.00339392892	-0.32773109131
Sample24	-0.569622638802	-11.0062825238	-54.8869670469	-4.8174956641	6.2965821231	-1.2740633218	-0.970797126954	-1.70652256208	0.937099144859	-0.304932402658
Sample25	-1.03776604954	-0.947116900373	3.33016109441	-0.110929018071	-2.06611967893	-1.32630738042	-0.908272514569	-1.69997898218	1.01526113278	-0.339051870143
Sample26	-1.00158377838	-0.148260600792	6.64749082168	-0.367611901687	-1.72882707835	-1.20363885201	-0.932942574451	-1.68900987534	0.976719527461	-0.269190229226
Sample27	-0.801901498579	-5.95578208577	-29.1740152293	-4.46438659816	5.0262124103	-1.23789371707	-0.924710979808	-1.62268549162	1.14311405659	-0.366528763626
Sample28	-0.729303151908	-6.77304549829	-33.2653490363	-4.53094300309	5.16731879362	-1.42137811915	-1.02438438117	-1.64117348778	0.8499344857	-0.259344257616
Sample29	-0.821469346547	-6.2285373085	-30.493219455	-4.50703407565	5.11749589175	-1.27026628921	-0.807453892479	-1.74571504854	1.03545553342	-0.362588969984
Sample30	-1.01238302529	0.61004282835	9.42399150593	-0.716857866563	-1.28760942816	-1.25357620362	-0.90332894998	-1.66353163405	0.981117010153	-0.237463000206
Sample31	-1.03629598574	1.84836438105	12.5470028651	-2.50625961712	1.38785677136	-1.19949705408	-0.981700726559	-1.70469648061	1.02818171063	-0.360199248868
Sample32	-1.07621448091	0.118012448831	7.83216270123	-0.474262884129	-1.53112150561	-1.29242708823	-0.942165162944	-1.61563530394	0.978402677994	-0.309848587419
Sample33	-0.921215823696	1.85404595649	12.7150306675	-2.48285357405	1.24045476909	-1.30703860403	-0.903804328309	-1.77927416913	0.965620532503	-0.295479032608
Sample34	-1.00295418841	1.0603302873	11.4264446808	-0.938524457734	-0.959352801373	-1.27452430363	-0.899580554615	-1.73389245463	1.05179309629	-0.317208766752
Sample35	-0.883520539987	0.717034817009	5.73055574016	-3.24386710884	2.42989698497	-1.31796136269	-0.920794852826	-1.61804860339	1.01723243058	-0.318615903656
Sample36	-0.962598780534	1.22677239361	11.9892156184	-1.02676334044	-0.869430008637	-1.29936728836	-0.897409955104	-1.68673306332	1.01968890938	-0.336141225925
Sample37	-0.748663914866	-3.05813294214	-14.4528819386	-4.05266151825	4.16522978108	-1.27682823552	-0.904567834492	-1.64353272987	0.997695793546	-0.351654783841
Sample38	-0.942910774794	2.09864218401	14.588350731	-2.06207427654	0.375500592756	-1.24598815209	-0.933430616866	-1.72251631283	1.0137518229	-0.261661161085
Sample39	-0.860091254591	-1.76734074448	-8.07771075493	-3.89340304669	3.73399549915	-1.32929655845	-1.04693481143	-1.75481927954	0.927018576185	-0.302485546288
