Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample0	-1.55739578411	1.39897756265	13.0448092757	-0.446549577711	-1.61215088034	-1.5728976848	-0.657892541454	-0.850578823673	0.99971342986	0.116907798771
Sample1	-0.365351069308	2.64736296097	14.3305032284	-2.00412372867	0.517072788093	-1.181714551	-1.58650539178	-2.36544006986	1.76370540315	-0.0149116336378
Sample2	-0.910699092875	-7.22526341427	-34.2849731121	-4.87053541753	5.61960591536	0.00611675994561	-1.07256677746	-1.13314084599	1.12353215719	-1.30422152734
Sample3	-0.656355944068	2.92752345275	15.0784784034	-2.87425478194	0.880449495063	-1.11819608141	-0.202535572858	-2.05363807241	0.984521362988	0.0662487392426
Sample4	-1.00239325847	-10.0733126931	-50.898868462	-5.15683013684	5.00345483557	-2.18825181383	-1.47694436136	-2.02341279671	0.612810459929	0.27398728025
Sample5	0.360543940969	1.73149891988	15.1163667674	-2.32818050468	-0.0310904200606	-1.22759423274	-0.309103821608	-3.07910211248	0.299454207342	-1.01956276045
Sample6	-0.899827838963	-1.85553882576	1.10940613161	-0.421672155493	-1.69802118276	-1.27420557467	-1.16440627469	-1.91415257474	0.721927823691	-0.536528112107
Sample7	-1.91431246784	-1.44506774807	-2.41582828817	-4.3308204249	2.44311479681	-0.875280927887	-0.744870748097	-1.38708784485	0.157554930934	-1.27432166052
Sample8	-0.843234075163	-9.19670886757	-49.9443071853	-5.05006649102	6.00087571309	-1.09768618872	-1.14000843404	-1.17496637155	0.924133073797	-0.284854154623
Sample9	-1.39562683494	0.798325573423	8.26523665594	-3.20167483997	1.67423332863	-1.39794811622	-0.688828756497	-1.46276681873	0.126603394832	-0.861854836819
Sample10	0.103451263285	2.38385523613	14.5571197693	-1.87721482765	-0.0924594261046	0.302915435487	-0.956012598374	-2.02955628126	0.765948184091	-0.690731136923
Sample11	-0.371568802016	1.51744060099	11.1311347238	-3.8795490309	1.09917617816	-1.33182097046	-0.460695102343	-2.23919929761	0.105014141703	0.378409723213
Sample12	-0.739997511106	-8.35572379191	-41.764860303	-4.18855103752	5.8030706651	-2.50162452405	-0.78227261462	-1.12122449965	0.237259386959	0.825981224035
Sample13	-0.661121741314	-11.5257696963	-59.0775020027	-4.438940486	5.63708557935	-0.287784718168	-0.685914538183	-1.84454379832	1.10856968853	-0.0751284449698
Sample14	-0.552318565466	-1.03240608953	-6.91024674933	-4.2210438911	5.59153013889	-0.361294784296	-0.597840160473	-1.6205678634	0.393250614679	-1.12579524299
Sample15	-0.534781445415	-1.49077027799	1.35606112232	-4.06386017576	2.39640027222	-1.06873439468	-1.12140898153	-2.56544285157	1.04536901569	-1.06804912849
Sample16	-0.932991173005	-8.63822496672	-45.2684564924	-5.0032955688	6.76855069063	-1.40736357725	-0.448285551294	-2.02077840395	1.0006507063	-0.158273675138
Sample17	-0.804798087824	-1.71497540896	0.891133092312	-0.339255333987	-2.51797910197	-1.4624579945	-0.457367900405	-1.79789371224	0.892662356815	-0.290535999315
Sample18	-0.185837805704	2.65576328474	14.7646654757	-1.8639234089	0.878428155019	-2.58822346554	-0.608571111541	-2.14017537597	0.738660803461	0.870313100328
Sample19	-1.97501254541	2.95241492367	14.9944158893	-2.49082095821	2.37663389662	-1.50013412048	-2.27050173522	-0.416064523431	0.437969114796	-0.0960859702358
Sample20	-0.992872249217	-12.1900093869	-59.087463569	-4.27741875964	6.93873622382	-0.845655142617	-0.190039877236	-2.41075470721	0.861631842081	-1.29908327025
Sample21	-0.735276010658	0.391208488943	8.59663497336	-3.17098755775	2.94728692627	-1.00292048929	-1.28757157435	-1.97920302888	2.12612666813	-0.814873708523
Sample22	-0.645654668619	1.67112661931	9.25969812184	-2.61250062263	2.00332997395	-1.56504981368	-1.95817150187	-1.16074123671	1.6618326343	0.00862944640788
Sample23	-0.225999262391	-2.02532989867	-8.34598643265	-4.41302026932	3.6480275919	-1.0549688614	-1.22697691874	-0.963630476436	1.34113523844	-0.103589231712
