Sample	Gene0	Gene1	Gene2	Gene3	Gene4	Gene5	Gene6	Gene7	Gene8	Gene9
Sample0	-1.14709978669	1.2891291752	0.8950245887	0.0421994286013	-0.77799823676	0.443178520395	0.5764623846	0.296055264713	0.963932795219	1.19237005127
Sample1	-0.423268058173	2.53939074693	1.63899901036	0.685193262826	-0.370261985222	-0.338811032433	0.104729779541	-2.29100418387	-0.0596059234221	-1.31787989692
Sample2	2.69330840545	1.12252012886	-0.0837070952048	-0.124001603837	2.18582477369	0.384201288515	0.206426230216	0.169277944787	0.660155246623	-0.406620779261
Sample3	3.76803622316	0.897775959837	2.3032463208	-0.538151821275	-1.46515399254	0.0231630595856	0.978454674274	-0.421439589374	-0.460224685644	2.18624605642
Sample4	1.4130880552	3.56078174717	1.48531523961	-1.28669742775	-0.372998378021	0.0191211717115	0.684038414787	0.0298618047619	-1.68627926447	-1.48424569378
Sample5	3.59571040893	2.70701030486	3.05092347835	-0.932262171703	1.72940529381	1.46336450956	0.796800986928	-2.11336149229	-0.262624318299	-1.6180076972
Sample6	3.97949901433	2.82625877417	3.65858741063	-1.38032461466	-1.42965557062	-1.04185718181	0.0850012752667	-0.586262401104	-0.193289738613	0.948127080578
Sample7	4.64219038212	4.681066816	2.17477880542	-2.21038470065	-0.139341517474	-1.83137533292	0.948413594193	-0.4552075146	0.91613251553	0.376222944351
Sample8	5.39726748248	4.93789630991	3.40467893877	0.524130897311	-3.37172584442	1.01637422896	-1.60502645133	0.286681099662	-0.725934162698	2.63483509293
Sample9	3.55225728878	5.31060813437	4.61394142468	-0.937268787136	0.535518999146	-0.71809671434	1.06908795083	-0.868190116305	0.337119515303	-0.310587420308
Sample10	5.76019501454	4.85044029143	3.39451216402	-0.84655937987	-0.683984653661	-0.0165070335147	0.655078103236	-0.193290299064	1.52132146067	0.302119589631
Sample11	5.89783542821	5.88377706832	3.66203238114	0.592462276952	-0.712258071342	-0.0370939392648	-0.194276695127	0.027240288687	0.77675163095	0.84970503151
Sample12	7.05415733981	7.81276727798	5.72364288236	1.05073680413	0.657487621531	-1.0786249462	-0.422990734655	0.970265687198	1.05839991833	-0.690730311891
Sample13	8.38024769254	7.90862765955	4.86081041571	0.374347298905	0.278124005511	1.65992843563	0.720308863702	0.621439495102	1.22620539474	1.9990313318
Sample14	6.69543315786	5.96204311669	7.51198448294	0.54550226145	0.713667814426	0.875629377571	0.321938528976	0.235123827123	0.86559630104	-0.856555999382
Sample15	7.81975182898	8.02838367059	6.25217699145	-2.13411773074	1.11341341714	-0.547322179491	-1.58860086619	0.334838498965	0.430701686656	-0.586518308039
Sample16	6.89745605159	9.78320724814	5.55951068633	0.214508387334	0.31832283798	-1.28861116576	-0.503943276019	-0.0445645099787	0.119150042769	0.369652305391
Sample17	9.61167234031	9.96322554244	6.76001773853	0.933371353188	-1.11408022988	-1.08419273166	-0.0592801139604	-0.607182099591	-0.527919082275	-0.709108482646
Sample18	10.6206336089	9.33903179568	7.29231640126	-0.145041660676	-1.61992167283	-0.835342055776	0.561425067318	-3.23926949941	1.48112248709	-0.65305581331
Sample19	9.9804503117	8.47504716208	9.42323198268	0.645220356861	-1.25167799789	2.19139845415	0.847470901428	-1.17082901873	-0.228367665685	-0.283475268198
Sample20	9.86484372427	11.0472644937	9.01605050188	-3.37723968592	1.72446041526	-1.93397518344	0.39488222783	0.690484850168	1.48883865946	-0.00941296603921
Sample21	11.3165648025	10.3395100702	10.6885315455	0.137743323622	-1.47823518062	-0.512624902385	0.782029884411	0.0795483278501	-1.01346115473	1.99446241225
Sample22	10.8540276102	11.5521712862	8.8741135678	-0.580465158604	1.68324217007	-0.737454971997	0.413724406881	-0.0369352901267	-0.943906063734	0.752344450341
Sample23	11.0874683233	11.7210789046	9.17691408123	0.258278279546	0.654042537025	-0.7701253551	-0.707435065954	-0.815140241485	0.428108142124	0.231114292982
Sample24	12.67620862	12.9102365238	9.86528972267	0.430446556863	-1.96481758785	0.452312676742	0.970087897168	-0.0312253153996	0.659481262327	0.165209921196
